"מקט פריט","תיאור עברית","תיאור אנגלית","קיים?","מחיר ספק","קטגוריה","אחוז רווח","CBM","יחידות בקרטון","חסרים"
"250-4003","גביע אחסון איכותי 32OZ(8 יח') ארוז 32 בקרטון","32OZ PP Deli Container With Lid(packed 8) 32 in a case","כן","21.4","-","15","0.104","32","הכל בסדר"
"250-4004","גביע אחסון איכותי 8OZ (ארוז 240+240)","8OZ PP Deli Container With Lid(packed 240+240)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"250-4005","גביע אחסון איכותי 16OZ (ארוז 240+240)","16OZ PP Deli Container With Lid(packed 240+240)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"250-4006","גביע אחסון איכותי 24OZ (ארוז 240+240)","24OZ PP Deli Container With Lid(packed 240+240)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"250-4007","גביע אחסון איכותי 32OZ (ארוז 240+240)","32OZ PP Deli Container With Lid(packed 240+240)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"250-4008","גביע אחסון איכותי 12OZ (ארוז 240+240)","12OZ PP Deli Container With Lid(packed 240+240)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"250-4009","גביע אחסון איכותי 64OZ(4 יח') ארוז 24 בקרטון","64OZ PP Deli Container With Lid(packed 4) 24 in a case","כן","19.68","-","15","0.127","24","הכל בסדר"
"250-4010","גביע אחסון איכותי 8OZ(8 יח') ארוז 36 בקרטון","8OZ PP Deli Container With Lid(packed 8) 36 in a case","כן","13.65","-","15","0.061","36","הכל בסדר"
"250-4011","גביע אחסון איכותי 16OZ(6 יח') ארוז 36 בקרטון","16OZ PP Deli Container With Lid(packed 6) 36 in a case","כן","12.25","-","15","0.068","36","הכל בסדר"
"250-4012","גביע אחסון איכותי 32OZ(4 יח') ארוז 36 בקרטון","32OZ PP Deli Container With Lid(packed 4) 36 in a case","כן","12.9","-","15","0.084","36","הכל בסדר"
"250-4013","גביע אחסון איכותי 8OZ (5 יח') ארוז 36 בקרטון","8OZ PP Deli Container With Lid (packed 5) 36 in a case","כן","9.72","-","15","0.044","36","הכל בסדר"
"250-4014","גביע אחסון איכותי 16OZ(4 יח') ארוז 36 בקרטון","16OZ PP Deli Container With Lid(packed 4) 36 in a case","כן","9.72","-","15","0.056","36","הכל בסדר"
"250-4015","גביע אחסון איכותי 32OZ(3 יח') ארוז 36 בקרטון","32OZ PP Deli Container With Lid(packed 3) 36 in a case","כן","10.62","-","15","0.078","36","הכל בסדר"
"250-4016","גביע אחסון איכותי 24OZ(5 יח') ארוז 36 בקרטון","24OZ PP Deli Container With Lid(packed 5) 36 in a case","כן","14.65","-","15","0.071","36","הכל בסדר"
"250-4017","גביע אחסון איכותי 8OZ (40 יח') ארוז 10 בקרטון","8OZ PP Deli Container With Lid (packed 40) 10 in a case","כן","19.5","-","15","0.068","10","הכל בסדר"
"250-4018","גביע אחסון איכותי 16OZ(30 יח') ארוז 10 בקרטון","16OZ PP Deli Container With Lid(packed 30) 10 in a case","כן","17.65","-","15","0.072","10","הכל בסדר"
"250-4019","גביע אחסון איכותי 32OZ(20 יח') ארוז 10 בקרטון","32OZ PP Deli Container With Lid(packed 20) 10 in a case","כן","16.37","-","15","0.082","10","הכל בסדר"
"250-4020","גביע אחסון קלאסי 8OZ ללא מכסה(500 יח')","8OZ PP Deli Container without Lid(packed 500)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"250-4021","גביע אחסון קלאסי 12OZ ללא מכסה(500 יח')","12OZ PP Deli Container without Lid(packed 500)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"250-4022","גביע אחסון קלאסי 16OZ ללא מכסה(500 יח')","16OZ PP Deli Container without Lid(packed 500)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"250-4023","גביע אחסון קלאסי 24OZ ללא מכסה(500 יח')","24OZ PP Deli Container without Lid(packed 500)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"250-4024","גביע אחסון קלאסי 32OZ ללא מכסה(500 יח')","32OZ PP Deli Container without Lid(packed 500)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"250-4025","מכסה לגביע אחסון קלאסי(500 יח')","Lid for PP Deli Container (packed 500)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"250-4027","גביע אחסון איכותי 8OZ (18 יח') ארוז 20 בקרטון","8OZ PP Deli Container With Lid (packed 18) 20 in a case","כן","17.55","-","15","0.06","20","הכל בסדר"
"250-4028","גביע אחסון איכותי 16OZ(13 יח') ארוז 20 בקרטון","16OZ PP Deli Container With Lid(packed 13) 20 in a case","כן","15.3","-","15","0.064","20","הכל בסדר"
"250-4029","גביע אחסון איכותי 32OZ(9 יח') ארוז 20 בקרטון","32OZ PP Deli Container With Lid(packed 9) 20 in a case","כן","14.73","-","15","0.078","20","הכל בסדר"
"250-4040","גביע אחסון איכותי 64OZ (8 יח') ארוז 12 בקרטון","64OZ PP Deli Container With Lid (packed 8) 12 in a case","כן","19.35","-","15","0.101","12","הכל בסדר"
"250-4041","גביע אחסון איכותי 86OZ (6 יח') ארוז 12 בקרטון","86OZ PP Deli Container With Lid (packed 6) 12 in a case","כן","19.05","-","15","0.108","12","הכל בסדר"
"250-4042","גביע אחסון איכותי 128OZ (3 יח') ארוז 12 בקרטון","128OZ PP Deli Container With Lid (packed 3) 12 in a case","כן","15.3","-","15","0.097","12","הכל בסדר"
"260-1340","קשים צבעוניים 5 מ"מ אורך 20 ס"מ אקורדיון קצר בקופסא(200 יח') ארוז 48 בקרטון","Colorful Short folding straw 5*200mm in pvc box(packed 200)48 in a case","כן","13.44","-","-","0.062","1","אחוז רווח (לקטגוריה)"
"260-1341","קשים צבעוניים 6 מ"מ אורך 25 ס"מ אקורדיון ארוך בקופסא(150 יח') ארוז 24 בקרטון","Colorful Long Folding Straw 6*250mm in pvc box(packed 150)24 in a case","כן","11.76","-","-","0.042","1","אחוז רווח (לקטגוריה)"
"260-1342","קשים צבעוניים 8 מ"מ אורך 24 ס"מ בקופסא(150 יח') ארוז 24 בקרטון","Colorful  Straw 8*240mm in pvc box(packed 150)24 in a case","כן","9.36","-","-","0.069","1","אחוז רווח (לקטגוריה)"
"260-1343-1","קשים צבעוניים 8 מ"מ אורך 19 ס"מ בקופסא(200 יח') ארוז 24 בקרטון","Colorful  Straw 8*190mm in pvc box(packed 200)24 in a case","כן","10.08","-","-","0.069","1","אחוז רווח (לקטגוריה)"
"260-1343-2","קשים שחורים 8 מ"מ אורך 19 ס"מ בקופסא(200 יח') ארוז 24 בקרטון","Black Straw 8*190mm in pvc box(packed 200)24 in a case","כן","10.08","-","-","0.069","1","אחוז רווח (לקטגוריה)"
"260-1343-3","קשים שקופים 8 מ"מ אורך 19 ס"מ בקופסא(200 יח') ארוז 24 בקרטון","Clear Straw 8*190mm in pvc box(packed 200)24 in a case","כן","10.08","-","-","0.069","1","אחוז רווח (לקטגוריה)"
"270-1850","גביע יין +תחתית מוכסף עגול ( 6+6 יח') ארוז 20 בקרטון","Round Silver cup with dish(packed 6+6)20 in a case","כן","24.08","-","-","0.047","1","אחוז רווח (לקטגוריה)"
"270-1851","גביע יין +תחתית מוכסף מרובע ( 6+6 יח') ארוז 20 בקרטון","Square Silver cup with dish(packed 6+6)20 in a case","כן","26.1","-","-","0.047","1","אחוז רווח (לקטגוריה)"
"270-1852","גביעי יין מוכספים עגול (10 יח')  ארוז 24 בקרטון","Round Silver cup (packed 10) 24 in a case","כן","22.68","-","-","0.024","1","אחוז רווח (לקטגוריה)"
"270-1853","גביעי יין מוכספים מרובע (10 יח')  ארוז 24 בקרטון","Square Silver cup (packed 10)24 in a case","כן","22.68","-","-","0.024","1","אחוז רווח (לקטגוריה)"
"300-5500","סכין PS עובי 1.2מ"מ 3.8גר (50 יח') ארוז 40 בקרטון","PS Knife 3.8g 1.2mm(packed 50) 40 in a case","כן","24.5","-","18","0.02","40","הכל בסדר"
"300-5501","מזלג  PS עובי 1.2 מ"מ 4 גר' (50 יח') ארוז 40 בקרטון","PS Fork 4g 1.2mm(packed 50) 40 in a case","כן","24.5","-","18","0.025","40","הכל בסדר"
"300-5502","כף PS עובי 1.2מ"מ  5.4 גר'(50 יח') ארוז 40 בקרטון","PS Spoon 5.4g 1.2mm(packed 50) 40 in a case","כן","33","-","18","0.031","40","הכל בסדר"
"300-5503","כפית גדולה PS עובי 1.2מ"מ 3.15גר'(50 יח') ארוז 40 בקרטון","PS Tea Spoon 3.15g 1.2mm(packed 50) 40 in a case","כן","20.7","-","18","0.019","40","הכל בסדר"
"300-5504","סכין PS שקוף/קרם עובי 1.2מ"מ 3.8גר (44 יח') ארוז 40 בקרטון","PS Knife 3.8g 1.2mm(packed 44) 40 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5505","מזלג  PS שקוף/קרם עובי 1.2מ"מ 4גר (44 יח') ארוז 40 בקרטון","PS Fork 4g 1.2mm(packed 44) 40 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5506","כף PS שקוף/קרם עובי 1.2מ"מ 5.4גר (44 יח') ארוז 40 בקרטון","PS Spoon 5.4g 1.2mm(packed 44) 40 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5507","כפית גדולה PS שקוף/קרם עובי 1.2מ"מ 3.15גר (44 יח') ארוז 40 בקרטון","PS Tea Spoon 3.15g 1.2mm(packed 44) 40 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5508","סכין PP עובי 1.2מ"מ 2.8גר (100 יח') ארוז 40 בקרטון","PP Knife 2.8g 1.2mm(packed 100) 40 in a case","כן","37.2","-","18","0.03","40","הכל בסדר"
"300-5509","מזלג PP עובי 1.2מ"מ 2.8גר (100 יח') ארוז 40 בקרטון","PP fork 2.8g 1.2mm(packed 100) 40 in a case","כן","36.8","-","18","0.046","40","הכל בסדר"
"300-5510","כף PP עובי 1.2מ"מ 3.5גר (100 יח') ארוז 40 בקרטון","PP spoon 3.5g 1.2mm(packed 100) 40 in a case","כן","41.3","-","18","0.048","40","הכל בסדר"
"300-5511","כפית גדולה PP עובי 1.2מ"מ 2.2גר (100 יח') ארוז 40 בקרטון","PP tea spoon 2.2g 1.2mm(packed 100) 40 in a case","כן","33.3","-","18","0.032","40","הכל בסדר"
"300-5512","סכין PP עובי 1.2מ"מ 3.8גר (50 יח') ארוז 40 בקרטון","PP Knife 3.8g 1.2mm(packed 50) 40 in a case","כן","23","-","18","0.02","40","הכל בסדר"
"300-5513","מזלג  PP עובי 1.2 מ"מ 4 גר' (50 יח') ארוז 40 בקרטון","PP Fork 4g 1.2mm(packed 50) 40 in a case","כן","23","-","18","0.025","40","הכל בסדר"
"300-5514","כף PP עובי 1.2מ"מ  5.4 גר'(50 יח') ארוז 40 בקרטון","PP Spoon 5.4g 1.2mm(packed 50) 40 in a case","כן","31.5","-","18","0.031","40","הכל בסדר"
"300-5515","כפית גדולה PP עובי 1.2מ"מ 3.15גר'(50 יח') ארוז 40 בקרטון","PP Tea Spoon 3.15g 1.2mm(packed 50) 40 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5520","סכין אלגנט (40 יח') ארוז 50 בקרטון","Elegant Knife (packed 40) 50 in a case","כן","24.5","-","18","0.03","50","הכל בסדר"
"300-5521","מזלג אלגנט (40 יח') ארוז 50 בקרטון","Elegant Fork (packed 40) 50 in a case","כן","24.5","-","18","0.043","50","הכל בסדר"
"300-5522","כף אלגנט (40 יח') ארוז 50 בקרטון","Elegant Spoon (packed 40) 50 in a case","כן","24.5","-","18","0.045","50","הכל בסדר"
"300-5523","כפית אלגנט (40 יח') ארוז 50 בקרטון","Elegant Small Spoon (packed 40) 50 in a case","כן","19.5","-","18","0.022","50","הכל בסדר"
"300-5530","סכין קלאסי מוכסף  (12 יח') ארוז 48 בקרטון","Classic Silver Knife (packed 12) 48 in a case","כן","11.04","-","18","0.01","48","הכל בסדר"
"300-5531","מזלג קלאסי מוכסף (12 יח') ארוז 48 בקרטון","Classic Silver Fork (packed 12) 48 in a case","כן","11.04","-","18","0.013","48","הכל בסדר"
"300-5532","כף קלאסי מוכסף (12 יח') ארוז 48 בקרטון","Classic Silver Spoon (packed 12) 48 in a case","כן","11.04","-","18","0.014","48","הכל בסדר"
"300-5533","כפית קלאסי מוכסף  (12 יח') ארוז 48 בקרטון","Classic Silver Small Spoon (packed 12) 48 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5534","סכין  קלאסי מוזהב (12 יח') ארוז 48 בקרטון","Classic Gold Knife (packed 12) 48 in a case","כן","20.02","-","18","0.01","48","הכל בסדר"
"300-5535","מזלג קלאסי מוזהב (12 יח') ארוז 48 בקרטון","Classic Gold Fork (packed 12) 48 in a case","כן","20.02","-","18","0.013","48","הכל בסדר"
"300-5536","כף  קלאסי מוזהב (12 יח') ארוז 48 בקרטון","Classic Gold Spoon (packed 12) 48 in a case","כן","20.02","-","18","0.014","48","הכל בסדר"
"300-5537","כפית קלאסי מוזהב  (12 יח') ארוז 48 בקרטון","Classic Gold Small Spoon (packed 12) 48 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5538","סכין קלאסי צבעוני (40 יח') ארוז 50 בקרטון","Classic Colorful Knife (packed 40) 50 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5539","מזלג קלאסי צבעוני (40 יח') ארוז 50 בקרטון","Classic Colorful Fork (packed 40) 50 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5540","כף קלאסי צבעוני (40 יח') ארוז 50 בקרטון","Classic Colorful Spoon (packed 40) 50 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5541","כפית קלאסי צבעוני (40 יח') ארוז 50 בקרטון","Classic Colorful Small Spoon (packed 40) 50 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5542","סכין פרימיום מוכסף (12 יח') ארוז 48 בקרטון","Silver Premium Knife (packed 12) 48 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5543","מזלג פרימיום מוכסף (12 יח') ארוז 48 בקרטון","Silver Premium Fork (packed 12) 48 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5544","כף פרימיום מוכסף (12 יח') ארוז 48 בקרטון","Silver Premium Spoon (packed 12) 48 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5545","כפית פרימיום מוכסף (12 יח') ארוז 48 בקרטון","Silver Premium Small Spoon (packed 12) 48 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5546","סכין פרימיום מוזהב (10 יח') ארוז 48 בקרטון","Gold premium Knife (packed 10) 48 in a case","כן","25.34","-","18","0.008","48","הכל בסדר"
"300-5547","מזלג פרימיום מוזהב ( 10יח') ארוז 48 בקרטון","Gold premium Fork (packed 10) 48 in a case","כן","27.31","-","18","0.015","48","הכל בסדר"
"300-5548","כף פרימיום מוזהב (10 יח') ארוז 48 בקרטון","Gold premium Spoon (packed 10) 48 in a case","כן","33.17","-","18","0.018","48","הכל בסדר"
"300-5549","כפית פרימיום מוזהב  (10 יח') ארוז 48 בקרטון","Gold premium Small Spoon (packed 12) 48 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"300-5550","סכין פרימיום צבעוני (10 יח') ארוז 48 בקרטון","Premium Colorful Knife (packed 10) 48 in a case","כן","12.81","-","18","0.008","48","הכל בסדר"
"300-5551","מזלג פרימיום צבעוני (10 יח') ארוז 48 בקרטון","Premium Colorfu Fork (packed 10) 48 in a case","כן","13.92","-","18","0.015","48","הכל בסדר"
"300-5552","כף פרימיום צבעוני (10 יח') ארוז 48 בקרטון","Premium Colorfu Spoon (packed 10) 48 in a case","כן","16.9","-","18","0.017","48","הכל בסדר"
"300-5553","כפית פרימיום צבעוני (10 יח') ארוז 48 בקרטון","Premium Colorfu Small Spoon (packed 10) 48 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
